text31985;"""Himitsu, go to your room!"""
text31986;"""Dad!"""
text31987;"""This bastard will never set foot in my house again!"""
text31988;"""Niko-kun."""
text31989;"""She tried to come closer to me, but her father grabbed her firmly by the arm."""
text31990;"""You know what you need to do. Now get out! Get out of here!"""
text31991;"""Ito howled in a voice not his own."""
text31992;"""I shifted my eyes to Himitsu."""
text31993;"""She was trying to break free, but somehow sluggishly, as if carried by inertia."""
text31994;"""What was I supposed to do?"""
text31995;"""Get into a fight with an enemy who was probably stronger than me?"""
text31996;"""Turn tail and run?"""
text31997;"""With difficulty I stood up on my feet, sharp pain hitting me in the lower back."""
text31998;"""Bring the documents and we will continue this conversation."""
text31999;"""He said in a calmer tone."""
text32000;"""It was unbelievable how a single person could combine such a strong dislike of me with an absolute loyalty to his job."""
text32001;"""Niko-kun…"""
text32002;"""Himitsu prattled powerlessly, completely ceasing to resist."""
text32003;"""I'll come back for you, I promise."""
text32004;"""I said with anguish, cast a last glance at her, and walked outside."""
text32005;"""Everything was against me here."""
text32006;"""I couldn't take her with me by force, and could do nothing to oppose Ito."""
text32007;"""Which meant I had to retreat."""
text32008;"""At least for a time — to heal my wounds, restore my strength, and come up with a plan."""
text32009;"""But Himitsu's crying face seemed to have been burned onto the inside of my eyelids, and every time I closed my eyes, it haunted me."""
text32010;"""Beaten, humiliated, and desperate, I was barely forcing myself to drag my feet."""
text32011;"""My back felt like it was pierced by thousands of little needles every time I moved."""
text32012;"""I leaned against a light a couple hundred meters from my house."""
text32013;"""Fucking Japs!"""
text32014;"""I hissed in Russian."""
text32015;"""An old lady looked at me with distrust."""
text32016;"""It was the same look my classmates had given me after I fought with Catherine at school."""
text32017;"""What was holding me here, in this country?"""
text32018;"""Even the KGB — it was more of mine, of my homeland."""
text32019;"""Surprisingly, having lived in Japan for ten years, I felt no more Japanese than when I had come here as a little child."""
text32020;"""I got used to the country — yes, but the animal that is a human being can get used to anything."""
text32021;"""However, \""getting used to\"" and \""accepting\"" something are not one and the same!"""
text32022;"""I managed to massage my back a bit, and started thinking about what to do next."""
text32023;"""I definitely couldn't go home — someone was there."""
text32024;"""And if it was Mrs Winters, I didn't have the things she was looking for."""
text32025;"""So I had only one destination left — Kyosuke's place again."""
text32026;"""I had read somewhere that real friendship does not come easily – it requires continuous effort."""
text32027;"""That would mean I was really lucky to have him."""
text32028;"""Hello."""
text32029;"""I called Kyosuke from the nearest telephone box."""
text32030;"""Hi, it's me. I need a place to stay for the night."""
text32031;"""He didn't reply right away, clearly thinking about something."""
text32032;"""Okay."""
text32033;"""Thanks, I'll be there in half an hour."""
text32034;"""…"""
text32035;"""Precisely thirty minutes later I was lying spread out like a starfish in the middle of his room."""
text32036;"""Do you have an ointment for bruises?"""
text32037;"""What happened to you?"""
text32038;"""Hit my back."""
text32039;"""You hit it — or did someone else?"""
text32040;"""What's the difference? Won't hurt any less either way."""
text32041;"""I'll look for something."""
text32042;"""He walked out of the room and I started to contemplate his truly tremendous collection of manga."""
text32043;"""Some of the names looked familiar, while others meant nothing to me."""
text32044;"""Kyosuke met me without much enthusiasm, I'd even say coldly."""
text32045;"""Apparently he was tired of me constantly omitting and concealing things. If kept at it, next time I'd probably have to sleep on the street..."""
text32046;"""I covered my back with a double layer of ointment, and soon felt much better."""
text32047;"""Often it's enough to just feel better – and then you're happy."""
text32048;"""It happens after hangover as well as after disease."""
text32049;"""Oof, that was a nightmare…"""
text32050;"""Nick, are you going to tell me what's happening with you?"""
text32051;"""He sat behind the table and gave me a demanding look."""
text32052;"""The situation is getting worse."""
text32053;"""I began carefully."""
text32054;"""Himitsu's father and Catherine's mother are involved."""
text32055;"""Himitsu-chan...? What kind of nonsense is that?"""
text32056;"""I wish it was! He works for Japanese intelligence and had been spying on my parents. And now — on me."""
text32057;"""A nice inheritance…"""
text32058;"""I smirked."""
text32059;"""And Catherine's mother needs some documents from me that I don't have."""
text32060;"""He didn't need to know about the papers Ichinose had handed over to me."""
text32061;"""So, that's it… Everyone is demanding something from me, and nobody cares what I want."""
text32062;"""What are you going to do?"""
text32063;"""Well, first…"""
text32064;"""I closed my eyes and took a deep breath, as if trying to ventilate my head."""
text32065;"""I need to get Himitsu out of that house."""
text32066;"""Are you sure that's the right decision?"""
text32067;"""Kyosuke looked unusually serious."""
text32068;"""I'm not saying she's better off in there, but she'll at least be safer!"""
text32069;"""Safer with the person who used his own daughter as bait?"""
text32070;"""He lowered his eyes and didn't reply."""
text32071;"""Maybe there was some truth to his words, but I'd already gone too far to stop and retreat."""
text32072;"""Most likely, it was beyond my power at the moment to provide Himitsu with the life she deserved."""
text32073;"""But would it really be better for her to remain at the mercy of a person like Ito?"""
text32074;"""Occasionally I considered myself a sociopath, but then what did that make him?"""
text32075;"""Neglecting some social rules, I, at least, honored family ties and put love above abstract national interests."""
text32076;"""He's already proven that no one can feel safe around him!"""
text32077;"""Nick, even if it works out, have you even thought about what comes next? Where are you going to live? And how?"""
text32078;"""I prefer to handle problems as they come."""
text32079;"""A flicker of annoyance crossed Kyosuke's face, <seq kyo_normal>but he didn't say anything."""
text32080;"""Look, I'm grateful! I really am! For everything! And not only for this, but for all the years of our friendship…"""
text32081;"""I'm not really good at giving speeches. You know what I mean."""
text32082;"""My voice indeed sounded unnatural."""
text32083;"""And?"""
text32084;"""What?"""
text32085;"""After this speech you're definitely going to ask me for something."""
text32086;"""I let all the air out of my lungs."""
text32087;"""Yeah, I could use money. As much as you can give. I will… give it back… one day."""
text32088;"""Damn, we live in an age of advanced capitalism and yet can't buy the most important things. Happiness, love, health, even freedom."""
text32089;"""Maybe it's a matter of price?"""
text32090;"""How much would you give for Himitsu-chan's life?"""
text32091;"""He asked without a hint of irony and squinted."""
text32092;"""You don't have that much."""
text32093;"""Right you are."""
text32094;"""Kyosuke replied good-naturedly, stood up, grunting, removed a few volumes of manga from the upper shelf, and took out a small plastic bag from the stash."""
text32095;"""That's all I have."""
text32096;"""He handed it to me."""
text32097;"""I slowly counted the money – around <note=note154>a hundred thousand yen</note>."""
text32098;"""Not that bad for the first while — it would even be enough to rent a six tatami room somewhere far from Tokyo."""
text32099;"""I owe you for life!"""
text32100;"""Come on now…"""
text32101;"""He got embarrassed."""
text32102;"""We may not see each other again…"""
text32103;"""My friend even sobbed, but I continued right away so as to not catch his sentimentality."""
text32104;"""I <i>must</i> take Himitsu away from there!"""
text32105;"""Kyosuke didn't reply for a while, but eventually smiled and said:"""
text32106;"""Just when my mom was excited we were planning a <i>brainstorm</i> for our studies."""
text32107;"""<i>Brainstorm</i>, got it?"""
text32108;"""He leaned on the table and gave me one of those terrible grins of his, clearly expecting I'd appreciate his resourcefulness."""
text32109;"""A <i>brainstorm</i>! Got it…"""
text32110;"""…"""
text32111;"""I couldn't remember the last time I had waited for night to come with such anticipation."""
text32112;"""In order to pass time, I actually did homework with him, and again noticed how bad my friend was at his studies."""
text32113;"""\""He that increaseth knowledge increaseth sorrow\""…"""
text32114;"""Alright, I gotta go."""
text32115;"""Good luck!"""
text32116;"""I'll need it!"""
text32117;"""…"""
text32118;"""Neighbors used to tell us that merely ten or twenty years ago nobody would lock the doors of their houses in our district."""
text32119;"""They were most likely making it up, but the fences that separated the plots of land served a decorative purpose if any, and the gates were indeed often left open."""
text32120;"""Well, this wasn't the most criminogenic of Tokyo's districts!"""
text32121;"""I watched Himitsu's house from behind the corner for a while, but noticed no movement."""
text32122;"""Maybe the KGB and the Corporation were keeping my house under surveillance, but why would they be spying on Ito?"""
text32123;"""I turned up the collar of the jacket that I had providently borrowed from Kyosuke and started to slowly walk towards the house."""
text32124;"""A cap with an emblem of a baseball team and a jacket that was clearly too big for me – could I have chosen a more idiotic outfit?"""
text32125;"""However, this disproportional image of a city doofus was exactly the thing that was making me feel somewhat confident."""
text32126;"""Keeping my head low, I quickly darted to Himitsu's yard, walked around the house, and hid in the garden."""
text32127;"""When we were little, she used to get out of her room by climbing down the drain pipe and jumping off of the shed."""
text32128;"""I grabbed a pebble from the ground and threw it at the window."""
text32129;"""It made a dull thud – just enough for Himitsu to hear."""
text32130;"""After some time, she looked out the window."""
text32131;"""I waved my hands, but Himitsu just turned her head back and forth and closed the curtains."""
text32132;"""So I had to throw a larger rock…"""
text32133;"""Himitsu...!"""
text32134;"""If only it was possible to shout in a whisper…"""
text32135;"""Finally, she noticed me."""
text32136;"""Niko…"""
text32137;"""I put my finger to my lips and hissed:"""
text32138;"""Shhh! Shhh!"""
text32139;"""Himitsu understood and went quiet."""
text32140;"""I waved my hand, indicating that she should get down."""
